"Iso code","Admin-1 unit","Rurality","Age group","age_in_days_midpoint","infection_class","units","value"
"SLE","Northern","rural/urban merged","n_age_910_916",913,"severe","ppy",0.0493490035960299
"SLE","Southern","rural/urban merged","n_age_0_6",3,"clinical","ppy",0.125106053174325
"SLE","Southern","rural/urban merged","n_age_7_13",10,"clinical","ppy",0.139452013432278
"SLE","Southern","rural/urban merged","n_age_14_20",17,"clinical","ppy",0.212641530250173
"SLE","Southern","rural/urban merged","n_age_21_27",24,"clinical","ppy",0.196357357866195
"SLE","Southern","rural/urban merged","n_age_28_34",31,"clinical","ppy",0.206492191395532
"SLE","Southern","rural/urban merged","n_age_35_41",38,"clinical","ppy",0.292984308742842
"SLE","Southern","rural/urban merged","n_age_42_48",45,"clinical","ppy",0.354674241822113
"SLE","Southern","rural/urban merged","n_age_49_55",52,"clinical","ppy",0.329625475643682
"SLE","Southern","rural/urban merged","n_age_56_62",59,"clinical","ppy",0.43707116213598
"SLE","Southern","rural/urban merged","n_age_63_69",66,"clinical","ppy",0.502682200533294
"SLE","Southern","rural/urban merged","n_age_70_76",73,"clinical","ppy",0.616023706038602
"SLE","Southern","rural/urban merged","n_age_77_83",80,"clinical","ppy",0.664992679575594
"SLE","Southern","rural/urban merged","n_age_84_90",87,"clinical","ppy",0.766097886661177
"SLE","Southern","rural/urban merged","n_age_91_97",94,"clinical","ppy",0.755027567006919
"SLE","Southern","rural/urban merged","n_age_98_104",101,"clinical","ppy",1.02088475331624
"SLE","Southern","rural/urban merged","n_age_105_111",108,"clinical","ppy",0.938813619593721
"SLE","Southern","rural/urban merged","n_age_112_118",115,"clinical","ppy",1.09051929356829
"SLE","Southern","rural/urban merged","n_age_119_125",122,"clinical","ppy",1.0953106739726
"SLE","Southern","rural/urban merged","n_age_126_132",129,"clinical","ppy",1.29222405828818
"SLE","Southern","rural/urban merged","n_age_133_139",136,"clinical","ppy",1.34838625249523
"SLE","Southern","rural/urban merged","n_age_140_146",143,"clinical","ppy",1.45584625337654
"SLE","Southern","rural/urban merged","n_age_147_153",150,"clinical","ppy",1.5361045799371
"SLE","Southern","rural/urban merged","n_age_154_160",157,"clinical","ppy",1.72011589365894
"SLE","Southern","rural/urban merged","n_age_161_167",164,"clinical","ppy",1.71464459398635
"SLE","Southern","rural/urban merged","n_age_168_174",171,"clinical","ppy",1.91531516560407
"SLE","Southern","rural/urban merged","n_age_175_181",178,"clinical","ppy",1.91460687618227
"SLE","Southern","rural/urban merged","n_age_182_188",185,"clinical","ppy",1.93429461497578
"SLE","Southern","rural/urban merged","n_age_189_195",192,"clinical","ppy",2.07920031164838
"SLE","Southern","rural/urban merged","n_age_196_202",199,"clinical","ppy",2.15477819857981
"SLE","Southern","rural/urban merged","n_age_203_209",206,"clinical","ppy",2.29566264901062
"SLE","Southern","rural/urban merged","n_age_210_216",213,"clinical","ppy",2.10182858015284
"SLE","Southern","rural/urban merged","n_age_217_223",220,"clinical","ppy",2.29504924591965
"SLE","Southern","rural/urban merged","n_age_224_230",227,"clinical","ppy",2.3263375548807
"SLE","Southern","rural/urban merged","n_age_231_237",234,"clinical","ppy",2.26197901011407
"SLE","Southern","rural/urban merged","n_age_238_244",241,"clinical","ppy",2.4599320836665
"SLE","Southern","rural/urban merged","n_age_245_251",248,"clinical","ppy",2.40391156026486
"SLE","Southern","rural/urban merged","n_age_252_258",255,"clinical","ppy",2.43696559521115
"SLE","Southern","rural/urban merged","n_age_259_265",262,"clinical","ppy",2.46992384214824
"SLE","Southern","rural/urban merged","n_age_266_272",269,"clinical","ppy",2.483869719257
"SLE","Southern","rural/urban merged","n_age_273_279",276,"clinical","ppy",2.610788611578
"SLE","Southern","rural/urban merged","n_age_280_286",283,"clinical","ppy",2.57545606911057
"SLE","Southern","rural/urban merged","n_age_287_293",290,"clinical","ppy",2.61130603104714
"SLE","Southern","rural/urban merged","n_age_294_300",297,"clinical","ppy",2.49771280805935
"SLE","Southern","rural/urban merged","n_age_301_307",304,"clinical","ppy",2.52553617305048
"SLE","Southern","rural/urban merged","n_age_308_314",311,"clinical","ppy",2.52106330754031
"SLE","Southern","rural/urban merged","n_age_315_321",318,"clinical","ppy",2.56729771962379
"SLE","Southern","rural/urban merged","n_age_322_328",325,"clinical","ppy",2.68574007194299
"SLE","Southern","rural/urban merged","n_age_329_335",332,"clinical","ppy",2.70798342244578
"SLE","Southern","rural/urban merged","n_age_336_342",339,"clinical","ppy",2.61653356955709
"SLE","Southern","rural/urban merged","n_age_343_349",346,"clinical","ppy",2.63688266640996
"SLE","Southern","rural/urban merged","n_age_350_356",353,"clinical","ppy",2.6813955186895
"SLE","Southern","rural/urban merged","n_age_357_363",360,"clinical","ppy",2.61696806029315
"SLE","Southern","rural/urban merged","n_age_364_370",367,"clinical","ppy",2.75345114410673
"SLE","Southern","rural/urban merged","n_age_371_377",374,"clinical","ppy",2.62754322698485
"SLE","Southern","rural/urban merged","n_age_378_384",381,"clinical","ppy",2.65203652769319
"SLE","Southern","rural/urban merged","n_age_385_391",388,"clinical","ppy",2.7153639710816
"SLE","Southern","rural/urban merged","n_age_392_398",395,"clinical","ppy",2.61776982518379
"SLE","Southern","rural/urban merged","n_age_399_405",402,"clinical","ppy",2.52694388573582
"SLE","Southern","rural/urban merged","n_age_406_412",409,"clinical","ppy",2.56850263152257
"SLE","Southern","rural/urban merged","n_age_413_419",416,"clinical","ppy",2.69751535331225
"SLE","Southern","rural/urban merged","n_age_420_426",423,"clinical","ppy",2.53742410110113
"SLE","Southern","rural/urban merged","n_age_427_433",430,"clinical","ppy",2.80001338259383
"SLE","Southern","rural/urban merged","n_age_434_440",437,"clinical","ppy",2.63391405981228
"SLE","Southern","rural/urban merged","n_age_441_447",444,"clinical","ppy",2.62048485944639
"SLE","Southern","rural/urban merged","n_age_448_454",451,"clinical","ppy",2.63450105433303
"SLE","Southern","rural/urban merged","n_age_455_461",458,"clinical","ppy",2.66701491104906
"SLE","Southern","rural/urban merged","n_age_462_468",465,"clinical","ppy",2.55654346351272
"SLE","Southern","rural/urban merged","n_age_469_475",472,"clinical","ppy",2.66090240007245
"SLE","Southern","rural/urban merged","n_age_476_482",479,"clinical","ppy",2.73479268386698
"SLE","Southern","rural/urban merged","n_age_483_489",486,"clinical","ppy",2.64392114731348
"SLE","Southern","rural/urban merged","n_age_490_496",493,"clinical","ppy",2.59209227818691
"SLE","Southern","rural/urban merged","n_age_497_503",500,"clinical","ppy",2.65394242047551
"SLE","Southern","rural/urban merged","n_age_504_510",507,"clinical","ppy",2.52879400443911
"SLE","Southern","rural/urban merged","n_age_511_517",514,"clinical","ppy",2.77024291126801
"SLE","Southern","rural/urban merged","n_age_518_524",521,"clinical","ppy",2.62801029122947
"SLE","Southern","rural/urban merged","n_age_525_531",528,"clinical","ppy",2.58421263133007
"SLE","Southern","rural/urban merged","n_age_532_538",535,"clinical","ppy",2.59329598758862
"SLE","Southern","rural/urban merged","n_age_539_545",542,"clinical","ppy",2.66847206979802
"SLE","Southern","rural/urban merged","n_age_546_552",549,"clinical","ppy",2.69023961326295
"SLE","Southern","rural/urban merged","n_age_553_559",556,"clinical","ppy",2.6003463656449
"SLE","Southern","rural/urban merged","n_age_560_566",563,"clinical","ppy",2.65601961060772
"SLE","Southern","rural/urban merged","n_age_567_573",570,"clinical","ppy",2.79171115274817
"SLE","Southern","rural/urban merged","n_age_574_580",577,"clinical","ppy",2.76806518622619
"SLE","Southern","rural/urban merged","n_age_581_587",584,"clinical","ppy",2.60173174266738
"SLE","Southern","rural/urban merged","n_age_588_594",591,"clinical","ppy",2.59582068410705
"SLE","Southern","rural/urban merged","n_age_595_601",598,"clinical","ppy",2.77240142419498
"SLE","Southern","rural/urban merged","n_age_602_608",605,"clinical","ppy",2.65810770341642
"SLE","Southern","rural/urban merged","n_age_609_615",612,"clinical","ppy",2.65479524272795
"SLE","Southern","rural/urban merged","n_age_616_622",619,"clinical","ppy",2.67628863184903
"SLE","Southern","rural/urban merged","n_age_623_629",626,"clinical","ppy",2.78525386689691
"SLE","Southern","rural/urban merged","n_age_630_636",633,"clinical","ppy",2.69314542059978
"SLE","Southern","rural/urban merged","n_age_637_643",640,"clinical","ppy",2.80385128001287
"SLE","Southern","rural/urban merged","n_age_644_650",647,"clinical","ppy",2.82906075293667
"SLE","Southern","rural/urban merged","n_age_651_657",654,"clinical","ppy",2.80482797771922
"SLE","Southern","rural/urban merged","n_age_658_664",661,"clinical","ppy",2.67193857019833
"SLE","Southern","rural/urban merged","n_age_665_671",668,"clinical","ppy",2.78484911423749
"SLE","Southern","rural/urban merged","n_age_672_678",675,"clinical","ppy",2.77924327490254
"SLE","Southern","rural/urban merged","n_age_679_685",682,"clinical","ppy",2.65934610565717
"SLE","Southern","rural/urban merged","n_age_686_692",689,"clinical","ppy",2.86483972315569
"SLE","Southern","rural/urban merged","n_age_693_699",696,"clinical","ppy",2.78710015830842
"SLE","Southern","rural/urban merged","n_age_700_706",703,"clinical","ppy",2.80572697775751
"SLE","Southern","rural/urban merged","n_age_707_713",710,"clinical","ppy",2.54960068096268
"SLE","Southern","rural/urban merged","n_age_714_720",717,"clinical","ppy",2.62389607652829
"SLE","Southern","rural/urban merged","n_age_721_727",724,"clinical","ppy",2.71585630919843
"SLE","Southern","rural/urban merged","n_age_728_734",731,"clinical","ppy",2.75666490136024
"SLE","Southern","rural/urban merged","n_age_735_741",738,"clinical","ppy",2.65138610842965
"SLE","Southern","rural/urban merged","n_age_742_748",745,"clinical","ppy",2.5439488336295
"SLE","Southern","rural/urban merged","n_age_749_755",752,"clinical","ppy",2.64069462479754
"SLE","Southern","rural/urban merged","n_age_756_762",759,"clinical","ppy",2.52041241425814
"SLE","Southern","rural/urban merged","n_age_763_769",766,"clinical","ppy",2.53236560404717
"SLE","Southern","rural/urban merged","n_age_770_776",773,"clinical","ppy",2.65441035847616
"SLE","Southern","rural/urban merged","n_age_777_783",780,"clinical","ppy",2.61056286463013
"SLE","Southern","rural/urban merged","n_age_784_790",787,"clinical","ppy",2.53500755542512
"SLE","Southern","rural/urban merged","n_age_791_797",794,"clinical","ppy",2.52958472099502
"SLE","Southern","rural/urban merged","n_age_798_804",801,"clinical","ppy",2.47616552500015
"SLE","Southern","rural/urban merged","n_age_805_811",808,"clinical","ppy",2.68095153516945
"SLE","Southern","rural/urban merged","n_age_812_818",815,"clinical","ppy",2.54612436539618
"SLE","Southern","rural/urban merged","n_age_819_825",822,"clinical","ppy",2.60414477046882
"SLE","Southern","rural/urban merged","n_age_826_832",829,"clinical","ppy",2.63780924082689
"SLE","Southern","rural/urban merged","n_age_833_839",836,"clinical","ppy",2.60924188274267
"SLE","Southern","rural/urban merged","n_age_840_846",843,"clinical","ppy",2.55026702934814
"SLE","Southern","rural/urban merged","n_age_847_853",850,"clinical","ppy",2.50311139400746
"SLE","Southern","rural/urban merged","n_age_854_860",857,"clinical","ppy",2.43385721733769
"SLE","Southern","rural/urban merged","n_age_861_867",864,"clinical","ppy",2.50475732688261
"SLE","Southern","rural/urban merged","n_age_868_874",871,"clinical","ppy",2.59701793225079
"SLE","Southern","rural/urban merged","n_age_875_881",878,"clinical","ppy",2.52414919337448
"SLE","Southern","rural/urban merged","n_age_882_888",885,"clinical","ppy",2.62166783326622
"SLE","Southern","rural/urban merged","n_age_889_895",892,"clinical","ppy",2.58994889195175
"SLE","Southern","rural/urban merged","n_age_896_902",899,"clinical","ppy",2.46079915485633
"SLE","Southern","rural/urban merged","n_age_903_909",906,"clinical","ppy",2.46400717261969
"SLE","Southern","rural/urban merged","n_age_910_916",913,"clinical","ppy",2.40981254802505
"SLE","Southern","rural/urban merged","n_age_0_6",3,"severe","ppy",0.0125766255307668
"SLE","Southern","rural/urban merged","n_age_7_13",10,"severe","ppy",0.0126013908490725
"SLE","Southern","rural/urban merged","n_age_14_20",17,"severe","ppy",0.00954411453580088
"SLE","Southern","rural/urban merged","n_age_21_27",24,"severe","ppy",0.0164003183189066
"SLE","Southern","rural/urban merged","n_age_28_34",31,"severe","ppy",0.0268555530414114
"SLE","Southern","rural/urban merged","n_age_35_41",38,"severe","ppy",0.0191652857020901
"SLE","Southern","rural/urban merged","n_age_42_48",45,"severe","ppy",0.0319322042227505
"SLE","Southern","rural/urban merged","n_age_49_55",52,"severe","ppy",0.0387487326648058
"SLE","Southern","rural/urban merged","n_age_56_62",59,"severe","ppy",0.021330045102009
"SLE","Southern","rural/urban merged","n_age_63_69",66,"severe","ppy",0.0334398447986317
"SLE","Southern","rural/urban merged","n_age_70_76",73,"severe","ppy",0.0297944799389458
"SLE","Southern","rural/urban merged","n_age_77_83",80,"severe","ppy",0.0346557961507938
"SLE","Southern","rural/urban merged","n_age_84_90",87,"severe","ppy",0.0330614049228635
"SLE","Southern","rural/urban merged","n_age_91_97",94,"severe","ppy",0.0294066642740499
"SLE","Southern","rural/urban merged","n_age_98_104",101,"severe","ppy",0.0551357457461749
"SLE","Southern","rural/urban merged","n_age_105_111",108,"severe","ppy",0.0495641929250077
"SLE","Southern","rural/urban merged","n_age_112_118",115,"severe","ppy",0.0484438240966283
"SLE","Southern","rural/urban merged","n_age_119_125",122,"severe","ppy",0.0437726695201854
"SLE","Southern","rural/urban merged","n_age_126_132",129,"severe","ppy",0.0368432884729836
"SLE","Southern","rural/urban merged","n_age_133_139",136,"severe","ppy",0.074568285565106
"SLE","Southern","rural/urban merged","n_age_140_146",143,"severe","ppy",0.0614622345652644
"SLE","Southern","rural/urban merged","n_age_147_153",150,"severe","ppy",0.0740040619543089
"SLE","Southern","rural/urban merged","n_age_154_160",157,"severe","ppy",0.0955751844723337
"SLE","Southern","rural/urban merged","n_age_161_167",164,"severe","ppy",0.0869757007696349
"SLE","Southern","rural/urban merged","n_age_168_174",171,"severe","ppy",0.0798404276213925
"SLE","Southern","rural/urban merged","n_age_175_181",178,"severe","ppy",0.095748373555419
"SLE","Southern","rural/urban merged","n_age_182_188",185,"severe","ppy",0.0957376563599137
"SLE","Southern","rural/urban merged","n_age_189_195",192,"severe","ppy",0.0778673479014096
"SLE","Southern","rural/urban merged","n_age_196_202",199,"severe","ppy",0.0817521527807878
"SLE","Southern","rural/urban merged","n_age_203_209",206,"severe","ppy",0.0966742916833102
"SLE","Southern","rural/urban merged","n_age_210_216",213,"severe","ppy",0.0947141475947395
"SLE","Southern","rural/urban merged","n_age_217_223",220,"severe","ppy",0.104136473722869
"SLE","Southern","rural/urban merged","n_age_224_230",227,"severe","ppy",0.0874130211785422
"SLE","Southern","rural/urban merged","n_age_231_237",234,"severe","ppy",0.107933516252903
"SLE","Southern","rural/urban merged","n_age_238_244",241,"severe","ppy",0.105534515214742
"SLE","Southern","rural/urban merged","n_age_245_251",248,"severe","ppy",0.124299850646122
"SLE","Southern","rural/urban merged","n_age_252_258",255,"severe","ppy",0.0930199754198891
"SLE","Southern","rural/urban merged","n_age_259_265",262,"severe","ppy",0.084106685582701
"SLE","Southern","rural/urban merged","n_age_266_272",269,"severe","ppy",0.105217458622536
"SLE","Southern","rural/urban merged","n_age_273_279",276,"severe","ppy",0.0948383269261751
"SLE","Southern","rural/urban merged","n_age_280_286",283,"severe","ppy",0.112808030610814
"SLE","Southern","rural/urban merged","n_age_287_293",290,"severe","ppy",0.118851749762935
"SLE","Southern","rural/urban merged","n_age_294_300",297,"severe","ppy",0.0908597848030503
"SLE","Southern","rural/urban merged","n_age_301_307",304,"severe","ppy",0.0787221649425024
"SLE","Southern","rural/urban merged","n_age_308_314",311,"severe","ppy",0.0853329412594891
"SLE","Southern","rural/urban merged","n_age_315_321",318,"severe","ppy",0.0901480582780482
"SLE","Southern","rural/urban merged","n_age_322_328",325,"severe","ppy",0.102422215915341
"SLE","Southern","rural/urban merged","n_age_329_335",332,"severe","ppy",0.08573368082773
"SLE","Southern","rural/urban merged","n_age_336_342",339,"severe","ppy",0.105538370801366
"SLE","Southern","rural/urban merged","n_age_343_349",346,"severe","ppy",0.118980713225919
"SLE","Southern","rural/urban merged","n_age_350_356",353,"severe","ppy",0.12276966011285
"SLE","Southern","rural/urban merged","n_age_357_363",360,"severe","ppy",0.0919459553920177
"SLE","Southern","rural/urban merged","n_age_364_370",367,"severe","ppy",0.0953300478636479
"SLE","Southern","rural/urban merged","n_age_371_377",374,"severe","ppy",0.0976733258119596
"SLE","Southern","rural/urban merged","n_age_378_384",381,"severe","ppy",0.0925421623341647
"SLE","Southern","rural/urban merged","n_age_385_391",388,"severe","ppy",0.111611203094124
"SLE","Southern","rural/urban merged","n_age_392_398",395,"severe","ppy",0.0926346455895461
"SLE","Southern","rural/urban merged","n_age_399_405",402,"severe","ppy",0.098326974944833
"SLE","Southern","rural/urban merged","n_age_406_412",409,"severe","ppy",0.0918200927892773
"SLE","Southern","rural/urban merged","n_age_413_419",416,"severe","ppy",0.114766350285678
"SLE","Southern","rural/urban merged","n_age_420_426",423,"severe","ppy",0.106089158931385
"SLE","Southern","rural/urban merged","n_age_427_433",430,"severe","ppy",0.129734235738216
"SLE","Southern","rural/urban merged","n_age_434_440",437,"severe","ppy",0.0717239990738583
"SLE","Southern","rural/urban merged","n_age_441_447",444,"severe","ppy",0.148299028937652
"SLE","Southern","rural/urban merged","n_age_448_454",451,"severe","ppy",0.0881085518484958
"SLE","Southern","rural/urban merged","n_age_455_461",458,"severe","ppy",0.0999462223255939
"SLE","Southern","rural/urban merged","n_age_462_468",465,"severe","ppy",0.0798406872169276
"SLE","Southern","rural/urban merged","n_age_469_475",472,"severe","ppy",0.0671526797477748
"SLE","Southern","rural/urban merged","n_age_476_482",479,"severe","ppy",0.0953478616746865
"SLE","Southern","rural/urban merged","n_age_483_489",486,"severe","ppy",0.0686345324633701
"SLE","Southern","rural/urban merged","n_age_490_496",493,"severe","ppy",0.0714013752588054
"SLE","Southern","rural/urban merged","n_age_497_503",500,"severe","ppy",0.0578867061105891
"SLE","Southern","rural/urban merged","n_age_504_510",507,"severe","ppy",0.0530638322730476
"SLE","Southern","rural/urban merged","n_age_511_517",514,"severe","ppy",0.0595648851620217
"SLE","Southern","rural/urban merged","n_age_518_524",521,"severe","ppy",0.0922009318094145
"SLE","Southern","rural/urban merged","n_age_525_531",528,"severe","ppy",0.0703008592343498
"SLE","Southern","rural/urban merged","n_age_532_538",535,"severe","ppy",0.073267273422902
"SLE","Southern","rural/urban merged","n_age_539_545",542,"severe","ppy",0.0616278897481913
"SLE","Southern","rural/urban merged","n_age_546_552",549,"severe","ppy",0.0943920298887475
"SLE","Southern","rural/urban merged","n_age_553_559",556,"severe","ppy",0.0685475879827517
"SLE","Southern","rural/urban merged","n_age_560_566",563,"severe","ppy",0.105528278300098
"SLE","Southern","rural/urban merged","n_age_567_573",570,"severe","ppy",0.0842674658572173
"SLE","Southern","rural/urban merged","n_age_574_580",577,"severe","ppy",0.0596349845506527
"SLE","Southern","rural/urban merged","n_age_581_587",584,"severe","ppy",0.0716470632390846
"SLE","Southern","rural/urban merged","n_age_588_594",591,"severe","ppy",0.078060249138521
"SLE","Southern","rural/urban merged","n_age_595_601",598,"severe","ppy",0.0857533952688004
"SLE","Southern","rural/urban merged","n_age_602_608",605,"severe","ppy",0.0892037008474378
"SLE","Southern","rural/urban merged","n_age_609_615",612,"severe","ppy",0.0908495597685822
"SLE","Southern","rural/urban merged","n_age_616_622",619,"severe","ppy",0.0527389846480678
"SLE","Southern","rural/urban merged","n_age_623_629",626,"severe","ppy",0.0789851152286339
"SLE","Southern","rural/urban merged","n_age_630_636",633,"severe","ppy",0.0652019078068926
"SLE","Southern","rural/urban merged","n_age_637_643",640,"severe","ppy",0.0727053796106223
"SLE","Southern","rural/urban merged","n_age_644_650",647,"severe","ppy",0.0695190095221688
"SLE","Southern","rural/urban merged","n_age_651_657",654,"severe","ppy",0.0898664941104526
"SLE","Southern","rural/urban merged","n_age_658_664",661,"severe","ppy",0.0616353705301455
"SLE","Southern","rural/urban merged","n_age_665_671",668,"severe","ppy",0.0866207511481809
"SLE","Southern","rural/urban merged","n_age_672_678",675,"severe","ppy",0.0636553548193015
"SLE","Southern","rural/urban merged","n_age_679_685",682,"severe","ppy",0.0837860580512394
"SLE","Southern","rural/urban merged","n_age_686_692",689,"severe","ppy",0.0498357758442714
"SLE","Southern","rural/urban merged","n_age_693_699",696,"severe","ppy",0.0760185186303658
"SLE","Southern","rural/urban merged","n_age_700_706",703,"severe","ppy",0.0551789893296759
"SLE","Southern","rural/urban merged","n_age_707_713",710,"severe","ppy",0.0664032193995267
"SLE","Southern","rural/urban merged","n_age_714_720",717,"severe","ppy",0.0676998003670823
"SLE","Southern","rural/urban merged","n_age_721_727",724,"severe","ppy",0.056277317359582
"SLE","Southern","rural/urban merged","n_age_728_734",731,"severe","ppy",0.0506098543225592
"SLE","Southern","rural/urban merged","n_age_735_741",738,"severe","ppy",0.0578412422925316
"SLE","Southern","rural/urban merged","n_age_742_748",745,"severe","ppy",0.0637751668225648
"SLE","Southern","rural/urban merged","n_age_749_755",752,"severe","ppy",0.0780489237228229
"SLE","Southern","rural/urban merged","n_age_756_762",759,"severe","ppy",0.059308043962951
"SLE","Southern","rural/urban merged","n_age_763_769",766,"severe","ppy",0.047469262744529
"SLE","Southern","rural/urban merged","n_age_770_776",773,"severe","ppy",0.0688845233171247
"SLE","Southern","rural/urban merged","n_age_777_783",780,"severe","ppy",0.0374189001857984
"SLE","Southern","rural/urban merged","n_age_784_790",787,"severe","ppy",0.0349561733302081
"SLE","Southern","rural/urban merged","n_age_791_797",794,"severe","ppy",0.044745595169089
"SLE","Southern","rural/urban merged","n_age_798_804",801,"severe","ppy",0.0449681500428113
"SLE","Southern","rural/urban merged","n_age_805_811",808,"severe","ppy",0.0564476572338375
"SLE","Southern","rural/urban merged","n_age_812_818",815,"severe","ppy",0.0497582361236958
"SLE","Southern","rural/urban merged","n_age_819_825",822,"severe","ppy",0.0680695157476315
"SLE","Southern","rural/urban merged","n_age_826_832",829,"severe","ppy",0.0540833462679355
"SLE","Southern","rural/urban merged","n_age_833_839",836,"severe","ppy",0.051077073679723
"SLE","Southern","rural/urban merged","n_age_840_846",843,"severe","ppy",0.0546949977318872
"SLE","Southern","rural/urban merged","n_age_847_853",850,"severe","ppy",0.0531544416442715
"SLE","Southern","rural/urban merged","n_age_854_860",857,"severe","ppy",0.0464322412980949
"SLE","Southern","rural/urban merged","n_age_861_867",864,"severe","ppy",0.04141057676928
"SLE","Southern","rural/urban merged","n_age_868_874",871,"severe","ppy",0.0460604670746926
"SLE","Southern","rural/urban merged","n_age_875_881",878,"severe","ppy",0.0432686422250375
"SLE","Southern","rural/urban merged","n_age_882_888",885,"severe","ppy",0.0597879388413137
"SLE","Southern","rural/urban merged","n_age_889_895",892,"severe","ppy",0.0467294766251962
"SLE","Southern","rural/urban merged","n_age_896_902",899,"severe","ppy",0.0378093492383834
