Country,continent,Iso code,Admin-1 unit,rural_pfpr_2024,urban_pfpr_2024,weighted_prev,pv_present,population_rural,population_urban,population_total
Mozambique,Africa,MOZ,Inhambane,0.284054961,0.245604361,0.275120088,no,1268821,384092,1652913
Mozambique,Africa,MOZ,Gaza,0.313608148,0.325589106,0.318955447,no,950493,766179,1716672
Mozambique,Africa,MOZ,Maputo,0.249548473,0.243921903,0.24599702,no,443752,759458,1203210
Mozambique,Africa,MOZ,Maputo_City,0.283833084,0.255765678,0.256027079,no,25634,2726770,2752404
Malawi,Africa,MWI,Chitipa,0.122321479,0.12034332,0.122095665,no,271348,34967,306315
Malawi,Africa,MWI,Karonga,0.117616985,0.112510636,0.116863624,no,387057,66987,454044
Malawi,Africa,MWI,Rumphi,0.111435526,0.10418468,0.11074574,no,246934,25961,272895
Malawi,Africa,MWI,Nkhata_Bay,0.174149289,0,0.174149289,no,347987,0,347987
Malawi,Africa,MWI,Mzimba,0.155681625,0.135028311,0.152081109,no,1186392,250494,1436886
Malawi,Africa,MWI,Likoma,0.146115661,0,0.146115661,no,7513,0,7513
Malawi,Africa,MWI,Nkhotakota,0.142362832,0.142733112,0.142380188,no,450211,22141,472352
Malawi,Africa,MWI,Kasungu,0.18842231,0.175232707,0.187547766,no,918845,65251,984096
Malawi,Africa,MWI,Ntchisi,0.187575473,0,0.187575473,no,347648,0,347648
Malawi,Africa,MWI,Dowa,0.191427114,0.191012695,0.191414336,no,890574,28334,918908
Malawi,Africa,MWI,Mchinji,0.20394297,0.202940285,0.203904997,no,731360,28788,760148
Malawi,Africa,MWI,Salima,0.200227898,0.203702636,0.200607255,no,493874,60527,554401
Malawi,Africa,MWI,Dedza,0.170908183,0,0.170908183,no,955008,0,955008
Malawi,Africa,MWI,Mangochi,0.204001627,0.171430218,0.202360072,no,1196925,63525,1260450
Malawi,Africa,MWI,Lilongwe,0.179285474,0.156349612,0.168853469,no,2007236,1674643,3681879
Malawi,Africa,MWI,Ntcheu,0.203657517,0.215486661,0.204041146,no,694079,23264,717343
Malawi,Africa,MWI,Machinga,0.208951054,0.203052182,0.208730191,no,788551,30673,819224
Malawi,Africa,MWI,Balaka,0.213250098,0.211105176,0.213002447,no,437432,57098,494530
Malawi,Africa,MWI,Zomba,0.200127389,0.179805411,0.197287725,no,815431,132451,947882
Malawi,Africa,MWI,Neno,0.223024552,0,0.223024552,no,187174,0,187174
Malawi,Africa,MWI,Blantyre,0.223354998,0.190797652,0.20012189,no,439037,1093944,1532981
Malawi,Africa,MWI,Mwanza,0.218669534,0.221047282,0.219104126,no,140110,31336,171446
Malawi,Africa,MWI,Phalombe,0.174709348,0.155131042,0.173743352,no,439954,22834,462788
Malawi,Africa,MWI,Chiradzulu,0.195956194,0.199336901,0.196321127,no,394074,47686,441760
Malawi,Africa,MWI,Mulanje,0.182009234,0.170235585,0.181339005,no,696062,42016,738078
Malawi,Africa,MWI,Chikwawa,0.243826861,0.225736365,0.243182149,no,638314,23589,661903
Malawi,Africa,MWI,Thyolo,0.2343755,0.22065056,0.232404632,no,791965,132793,924758
Malawi,Africa,MWI,Nsanje,0.269636405,0.230071172,0.269636405,no,336729,0,336729
Niger,Africa,NER,Agadez,0.090712196,0.08071252,0.090573942,no,762211,10686,772897
Niger,Africa,NER,Tahoua,0.159175833,0.158338036,0.159110669,no,5320564,448737,5769301
Niger,Africa,NER,Diffa,0.136602813,0.123182863,0.136383348,no,999546,16618,1016164
Niger,Africa,NER,Zinder,0.187458403,0.18205015,0.186356931,no,4832822,1236008,6068830
Niger,Africa,NER,Tillabery,0.161898789,0.140843845,0.160082165,no,4063567,383712,4447279
Niger,Africa,NER,Maradi,0.191545528,0.167177352,0.185998502,no,4125538,1215891,5341429
Niger,Africa,NER,Dosso,0.180154323,0.170282935,0.17961661,no,2802775,161468,2964243
Niger,Africa,NER,Niamey,0.123105244,0.116293159,0.116343844,no,9891,1319443,1329334
Sierra Leone,Africa,SLE,Northern,0.350902797,0.279500352,0.333651166,no,2227692,709709,2937401
Sierra Leone,Africa,SLE,Eastern,0.438577822,0.353172184,0.406408925,no,1200787,725589,1926376
Sierra Leone,Africa,SLE,Western,0.336135205,0.211942706,0.216038929,no,65716,1926713,1992429
Sierra Leone,Africa,SLE,Southern,0.342987684,0.259986768,0.317666795,no,1409300,618667,2027967
Chad,Africa,TCD,Tibesti,0.074848756,0,0.074848756,yes,52011,0,52011
Chad,Africa,TCD,Borkou,0.07530175,0,0.07530175,yes,290864,0,290864
Chad,Africa,TCD,Ennedi_Ouest,0.082675347,0,0.082675347,yes,126304,0,126304
Chad,Africa,TCD,Ennedi_Est,0.085344453,0,0.085344453,yes,315216,0,315216
Chad,Africa,TCD,Kanem,0.13491959,0.132558248,0.13486736,yes,588080,13302,601382
Chad,Africa,TCD,Barh_el_Ghazel,0.139153866,0.15225469,0.13951129,yes,474048,13296,487344
Chad,Africa,TCD,Batha,0.129122372,0.125938779,0.129100228,yes,767261,5374,772635
Chad,Africa,TCD,Wadi_Fira,0.089704885,0.087991904,0.089704885,yes,1150254,0,1150254
Chad,Africa,TCD,Lac,0.161073594,0.15251308,0.159292313,yes,555935,146075,702010
Chad,Africa,TCD,Ouaddai,0.118707272,0.114382644,0.11837985,yes,1200193,98311,1298504
Chad,Africa,TCD,Hadjer_Lamis,0.153676688,0.145417651,0.152939448,yes,806642,79062,885704
Chad,Africa,TCD,Guera,0.153568986,0.115070881,0.153328196,yes,873220,5496,878716
Chad,Africa,TCD,Sila,0.141009311,0.147545016,0.141009311,yes,703033,0,703033
Chad,Africa,TCD,Chari_Baguirmi,0.16059851,0.135100529,0.154652281,yes,803258,244293,1047551
Chad,Africa,TCD,Ville_de_N'Djamena,0.14508624,0.117250713,0.117347795,yes,5036,1438898,1443934
Chad,Africa,TCD,Salamat,0.201402762,0.201242699,0.201400978,yes,466098,5253,471351
Chad,Africa,TCD,Mayo_Kebbi_Est,0.204677714,0.19926851,0.202238078,yes,668038,548824,1216862
Chad,Africa,TCD,Moyen_Chari,0.207827748,0.185414541,0.205827503,yes,837176,82034,919210
Chad,Africa,TCD,Tandjile,0.12607244,0.122632331,0.124648769,yes,570441,402750,973191
Chad,Africa,TCD,Mayo_Kebbi_Ouest,0.217490925,0.250012253,0.224434063,yes,675810,183447,859257
Chad,Africa,TCD,Mandoul,0.166379136,0.142064195,0.159614259,yes,706659,272390,979049
Chad,Africa,TCD,Logone_Occidental,0.112394301,0.110177914,0.111124807,yes,410909,550903,961812
Chad,Africa,TCD,Logone_Oriental,0.158225441,0.134784622,0.14993611,yes,919914,503282,1423196
Nigeria,Africa,NGA,Sokoto,0.260224545,0.223878784,0.246648062,no,3610815,2152996,5763811
Nigeria,Africa,NGA,Borno,0.237261337,0.178968131,0.221282427,no,4899294,1850093,6749387
Nigeria,Africa,NGA,Yobe,0.2936897,0.266804083,0.28821218,no,2982365,763074,3745439
Nigeria,Africa,NGA,Katsina,0.282040494,0.257451546,0.271107124,no,5010312,4011518,9021830
Nigeria,Africa,NGA,Kebbi,0.319573408,0.292586111,0.313524451,no,3888103,1123249,5011352
Nigeria,Africa,NGA,Zamfara,0.341245099,0.333081607,0.339401247,no,3866555,1128127,4994682
Nigeria,Africa,NGA,Jigawa,0.269008869,0.244389517,0.26133245,no,4514922,2045598,6560520
Nigeria,Africa,NGA,Kano,0.257948153,0.236383289,0.242359155,no,4320835,11271585,15592420
Nigeria,Africa,NGA,Bauchi,0.282817976,0.268046898,0.279320664,no,5580454,1731151,7311605
Nigeria,Africa,NGA,Kaduna,0.281122738,0.223772571,0.256509451,no,5439471,4089677,9529148
Nigeria,Africa,NGA,Niger,0.298680079,0.25810129,0.28770773,no,4629491,1715721,6345212
Nigeria,Africa,NGA,Gombe,0.26132536,0.226950892,0.250250331,no,2547431,1210882,3758313
Nigeria,Africa,NGA,Adamawa,0.277517729,0.240176078,0.263331333,no,2943653,1803471,4747124
Nigeria,Africa,NGA,Plateau,0.233705165,0.174504262,0.211246118,no,3028019,1850925,4878944
Nigeria,Africa,NGA,Kwara,0.276410316,0.201088846,0.245693922,no,2168568,1493341,3661909
Nigeria,Africa,NGA,Taraba,0.316134378,0.280294783,0.311175376,no,2906461,466738,3373199
Nigeria,Africa,NGA,Federal_Capital_Territory,0.271790509,0.233016423,0.241195731,no,1091384,4082332,5173716
Nigeria,Africa,NGA,Nasarawa,0.284348335,0.25250695,0.276783166,no,2140829,667144,2807973
Nigeria,Africa,NGA,Oyo,0.337527346,0.226904333,0.268909363,no,3499865,5717260,9217125
Nigeria,Africa,NGA,Kogi,0.276918804,0.229707329,0.260715673,no,3312896,1731124,5044020
Nigeria,Africa,NGA,Benue,0.311454136,0.252426833,0.293955048,no,4558360,1920794,6479154
Nigeria,Africa,NGA,Osun,0.341194519,0.246734382,0.275515924,no,1704934,3890607,5595541
Nigeria,Africa,NGA,Ekiti,0.367868326,0.304568341,0.321871642,no,1033056,2746132,3779188
Nigeria,Africa,NGA,Ogun,0.322636858,0.202222448,0.243328931,no,2191817,4228736,6420553
Nigeria,Africa,NGA,Ondo,0.341252881,0.279292422,0.308361795,no,2546880,2881715,5428595
Nigeria,Africa,NGA,Edo,0.285335802,0.22468163,0.256318732,no,2558890,2346975,4905865
Nigeria,Africa,NGA,Enugu,0.241035772,0.214289966,0.221931132,no,1466551,3666709,5133260
Nigeria,Africa,NGA,Cross_River,0.333523415,0.274917693,0.311857956,no,2759259,1618305,4377564
Nigeria,Africa,NGA,Ebonyi,0.284799504,0.254579728,0.265101108,no,1172574,2195323,3367897
Nigeria,Africa,NGA,Anambra,0.233851712,0.217312792,0.21868967,no,538369,5928465,6466834
Nigeria,Africa,NGA,Lagos,0.221125447,0.117723085,0.1214523,no,550415,14711299,15261714
Nigeria,Africa,NGA,Delta,0.213447465,0.160802936,0.183156701,no,2862730,3879180,6741910
Nigeria,Africa,NGA,Abia,0.36609953,0.314763273,0.323662338,no,780758,3723220,4503978
Nigeria,Africa,NGA,Imo,0.263416265,0.333007053,0.327011473,no,572516,6072686,6645202
Nigeria,Africa,NGA,Rivers,0.311456528,0.270298435,0.277977212,no,1620964,7067371,8688335
Nigeria,Africa,NGA,Akwa_Ibom,0.347361217,0.334838739,0.336202961,no,719299,5883297,6602596
Nigeria,Africa,NGA,Bayelsa,0.282668205,0.205582239,0.25791247,no,1879313,889042,2768355
Togo,Africa,TGO,Savanes,0.172361143,0.142472426,0.166854709,no,1002070,226305,1228375
Togo,Africa,TGO,Kara,0.234615428,0.206476875,0.232094949,no,897621,88314,985935
Togo,Africa,TGO,Centre,0.269585969,0.248387618,0.263791454,no,640388,240897,881285
Togo,Africa,TGO,Plateaux,0.272124358,0.229043429,0.266925487,no,1623278,222776,1846054
Togo,Africa,TGO,Maritime,0.21817893,0.156066866,0.168922135,no,872358,3342564,4214922
Tanzania,Africa,TZA,Kagera,0.124693618,0.108766775,0.121462143,no,2732560,695545,3428105
Tanzania,Africa,TZA,Mara,0.131952904,0.119269824,0.128479592,no,1877850,708200,2586050
Tanzania,Africa,TZA,Mwanza,0.08122646,0.062754847,0.071944774,no,2091097,2111976,4203073
Tanzania,Africa,TZA,Arusha,0.067123574,0.079941792,0.073705505,no,1279181,1350079,2629260
Tanzania,Africa,TZA,Simiyu,0.069580981,0.067713448,0.06936789,no,2134466,274918,2409384
Tanzania,Africa,TZA,Geita,0.111080232,0.1037156,0.108956812,no,2115883,857227,2973110
Tanzania,Africa,TZA,Kigoma,0.138353749,0.10454208,0.12915256,no,2270010,848695,3118705
Tanzania,Africa,TZA,Kilimanjaro,0.083363943,0.102190922,0.094117496,no,1010923,1346518,2357441
Tanzania,Africa,TZA,Shinyanga,0.12661199,0.108154518,0.122422039,no,1671342,490824,2162166
Tanzania,Africa,TZA,Manyara,0.057941997,0.056770095,0.057773732,no,1872292,313901,2186193
Tanzania,Africa,TZA,Singida,0.066246331,0.053784035,0.064852915,no,1702495,214320,1916815
Tanzania,Africa,TZA,Tabora,0.160458915,0.128567361,0.156235013,no,2981318,455145,3436463
Tanzania,Africa,TZA,Tanga,0.109606318,0.084323179,0.101710308,no,2041001,926879,2967880
Tanzania,Africa,TZA,Dodoma,0.079224271,0.089878967,0.080929446,no,2432719,463512,2896231
Tanzania,Africa,TZA,Kaskazini_Pemba,0.054569188,0.047953113,0.050028495,no,94729,207256,301985
Tanzania,Africa,TZA,Katavi,0.105468734,0.082764872,0.101894733,no,720035,134523,854558
Tanzania,Africa,TZA,Kusini_Pemba,0.059445667,0.05246391,0.055171039,no,101460,160208,261668
Tanzania,Africa,TZA,Kaskazini_Unguja,0.056572177,0.059108007,0.058554048,no,67432,241248,308680
Tanzania,Africa,TZA,Morogoro,0.111954938,0.094068249,0.106911394,no,2312031,907942,3219973
Tanzania,Africa,TZA,Pwani,0.115142178,0.113207937,0.114505406,no,1140157,559566,1699723
Tanzania,Africa,TZA,Mjini_Magharibi,0.076397017,0.061178699,0.06153607,no,25970,1079940,1105910
Tanzania,Africa,TZA,Kusini_Unguja,0.067495501,0.071168329,0.067495501,no,142354,0,142354
Tanzania,Africa,TZA,Dar_es_Salaam,0.121652058,0.092957147,0.09324179,no,88141,8797362,8885503
Tanzania,Africa,TZA,Rukwa,0.061967507,0.052801924,0.060740812,no,1331340,205715,1537055
Tanzania,Africa,TZA,Mbeya,0.091180787,0.075005663,0.083645232,no,1346325,1174284,2520609
Tanzania,Africa,TZA,Iringa,0.081871451,0.063460275,0.077423443,no,945937,301331,1247268
Tanzania,Africa,TZA,Songwe,0.067449914,0.070207003,0.068049558,no,1182327,328618,1510945
Tanzania,Africa,TZA,Lindi,0.166707509,0.151213244,0.165097352,no,978648,113495,1092143
Tanzania,Africa,TZA,Njombe,0.091095313,0.074933081,0.089165457,no,765995,103866,869861
Tanzania,Africa,TZA,Ruvuma,0.112773711,0.102137926,0.110420417,no,1505082,427637,1932719
Tanzania,Africa,TZA,Mtwara,0.178022511,0.146856677,0.17237962,no,1355646,299721,1655367
Uganda,Africa,UGA,Kotido,0.225938822,0.225938822,0.225938822,no,590263,0,590263
Uganda,Africa,UGA,Kitgum,0.300203366,0.276530032,0.296982216,no,386275,60837,447112
Uganda,Africa,UGA,Yumbe,0.374792219,0.384015911,0.377374842,no,569729,221560,791289
Uganda,Africa,UGA,Moyo,0.3054111,0.331299096,0.3054111,no,147297,0,147297
Uganda,Africa,UGA,Arua,0.407197296,0.384635947,0.400791781,no,1174161,465535,1639696
Uganda,Africa,UGA,Adjumani,0.319579725,0.302975074,0.317073897,no,240321,42713,283034
Uganda,Africa,UGA,Gulu,0.358522001,0.279326631,0.340659551,no,905879,263826,1169705
Uganda,Africa,UGA,Pader,0.304033179,0,0.304033179,no,524891,0,524891
Uganda,Africa,UGA,Moroto,0.180497395,0.12153592,0.174912256,no,313436,32797,346233
Uganda,Africa,UGA,Nebbi,0.389459764,0.368184252,0.386259884,no,720454,127540,847994
Uganda,Africa,UGA,Lira,0.260126646,0.20841729,0.253537554,no,1260015,184005,1444020
Uganda,Africa,UGA,Apac,0.354710318,0.326701552,0.354710318,no,1372162,0,1372162
Uganda,Africa,UGA,Nakapiripirit,0.190893155,0,0.190893155,no,409760,0,409760
Uganda,Africa,UGA,Katakwi,0.281556869,0,0.281556869,no,591573,0,591573
Uganda,Africa,UGA,Masindi,0.326845076,0.31271955,0.324860736,no,798917,130574,929491
Uganda,Africa,UGA,Lake_Albert,0.222110214,0,0.222110214,no,33215,0,33215
Uganda,Africa,UGA,Kaberamaido,0.236646833,0,0.236646833,no,312197,0,312197
Uganda,Africa,UGA,Soroti,0.259151617,0.258226037,0.259036961,no,732034,103502,835536
Uganda,Africa,UGA,Hoima,0.260285604,0.21040858,0.254743785,no,745595,93198,838793
Uganda,Africa,UGA,Nakasongola,0.286302439,0,0.286302439,no,247228,0,247228
Uganda,Africa,UGA,Kumi,0.303452275,0.314550132,0.304006845,no,778203,40933,819136
Uganda,Africa,UGA,Sironko,0.23044743,0.249103762,0.244478065,no,142379,431863,574242
Uganda,Africa,UGA,Kapchorwa,0.157401844,0.193672569,0.16486365,no,348214,90191,438405
Uganda,Africa,UGA,Kamuli,0.282327859,0.269683776,0.281094858,no,1299215,140384,1439599
Uganda,Africa,UGA,Luwero,0.218654979,0.177914904,0.212453554,no,725067,130186,855253
Uganda,Africa,UGA,Kayunga,0.224227188,0.189783491,0.217375482,no,375959,93359,469318
Uganda,Africa,UGA,Kiboga,0.233273769,0.221232951,0.232763211,no,498556,22076,520632
Uganda,Africa,UGA,Pallisa,0.253299913,0.27641172,0.26028119,no,818567,354275,1172842
Uganda,Africa,UGA,Bundibugyo,0.159698536,0.165950887,0.161359228,no,290893,105209,396102
Uganda,Africa,UGA,Kibale,0.229275114,0.205018893,0.22873032,no,1217228,27967,1245195
Uganda,Africa,UGA,Mbale,0.275105092,0.279433254,0.278718719,no,267503,1352845,1620348
Uganda,Africa,UGA,Iganga,0.272129545,0.250697871,0.266860748,no,1035010,337394,1372404
Uganda,Africa,UGA,Tororo,0.251062422,0.251675712,0.251160077,no,892745,169075,1061820
Uganda,Africa,UGA,Kabarole,0.174473961,0.170500788,0.173728329,no,522349,120674,643023
Uganda,Africa,UGA,Kyenjojo,0.205863318,0.203110359,0.205767404,no,1051439,37955,1089394
Uganda,Africa,UGA,Mubende,0.191994725,0.154262114,0.18706142,no,1243850,187086,1430936
Uganda,Africa,UGA,Mukono,0.190944098,0.164241593,0.17837712,no,883657,785602,1669259
Uganda,Africa,UGA,Bugiri,0.269332621,0.228692167,0.264136054,no,682009,99992,782001
Uganda,Africa,UGA,Jinja,0.219086337,0.191161567,0.204087062,no,270573,313984,584557
Uganda,Africa,UGA,Kamwenge,0.186151724,0,0.186151724,no,597124,0,597124
Uganda,Africa,UGA,Wakiso,0.17444844,0.136934351,0.141059799,no,402649,3258774,3661423
Uganda,Africa,UGA,Mayuge,0.269205369,0.26346043,0.267467319,no,433635,188096,621731
Uganda,Africa,UGA,Masaka,0.13748954,0.114576963,0.133050654,no,935228,224718,1159946
Uganda,Africa,UGA,Busia,0.345557634,0.346906495,0.345974622,no,313961,140489,454450
Uganda,Africa,UGA,Lake_Victoria,0.244857103,0.142288445,0.215894197,no,341808,134497,476305
Uganda,Africa,UGA,Kasese,0.121610061,0.125423564,0.122956855,no,606579,331185,937764
Uganda,Africa,UGA,Mpigi,0.151551098,0.139655175,0.150759879,no,615600,43862,659462
Uganda,Africa,UGA,Kampala,0,0.114930396,0.114930396,no,0,1996244,1996244
Uganda,Africa,UGA,Sembabule,0.162042499,0.147285342,0.161121371,no,311200,20718,331918
Uganda,Africa,UGA,Mbarara,0.134300232,0.100465558,0.1305593,no,1874075,232965,2107040
Uganda,Africa,UGA,Rakai,0.130257843,0.134061431,0.130564385,no,711997,62412,774409
Uganda,Africa,UGA,Bushenyi,0.134925316,0.145358958,0.135160085,no,1087051,25023,1112074
Uganda,Africa,UGA,Kalangala,0.188701899,0,0.188701899,no,42392,0,42392
Uganda,Africa,UGA,Rukungiri,0.118320733,0.117534004,0.118241283,no,341601,38373,379974
Uganda,Africa,UGA,Kanungu,0.11100343,0.106094487,0.11100343,no,318063,0,318063
Uganda,Africa,UGA,Ntungamo,0.098622184,0.111678107,0.098622184,no,612364,0,612364
Uganda,Africa,UGA,Kabale,0.073404061,0,0.063179879,no,566310,91644,657954
Uganda,Africa,UGA,Kisoro,0.099981687,0,0.058324215,no,211268,150896,362164
Zambia,Africa,ZMB,Northern,0.142125268,0.11073301,0.13695225,no,1426873,281520,1708393
Zambia,Africa,ZMB,Luapula,0.214531938,0.197644392,0.20795696,no,1150118,733280,1883398
Zambia,Africa,ZMB,Muchinga,0.11221294,0.092358966,0.107842389,no,892172,251836,1144008
Zambia,Africa,ZMB,North_Western,0.254199341,0.205137101,0.247534059,no,1005621,158095,1163716
Zambia,Africa,ZMB,Eastern,0.146400917,0.143617216,0.145493908,no,1621001,783433,2404434
Zambia,Africa,ZMB,Central,0.181442623,0.168462272,0.17770617,no,1458926,589709,2048635
Zambia,Africa,ZMB,Copperbelt,0.160904518,0.089938863,0.102567509,no,528886,2443146,2972032
Zambia,Africa,ZMB,Western,0.132942132,0.111514297,0.130086977,no,1025911,157712,1183623
Zambia,Africa,ZMB,Lusaka,0.125391919,0.098001513,0.100740096,no,418779,3769711,4188490
Zambia,Africa,ZMB,Southern,0.112959785,0.105697022,0.110898326,no,1541921,611117,2153038
Central African Republic,Africa,CAF,Vakaga,0.183160512,0,0.183160512,yes,78776,0,78776
Central African Republic,Africa,CAF,Bamingui_Bangoran,0.22700867,0.174397647,0.224636056,yes,61596,2909,64505
Central African Republic,Africa,CAF,Haute_Kotto,0.288304032,0.212543494,0.278988415,yes,116155,16285,132440
Central African Republic,Africa,CAF,Ouham,0.24306839,0.209030506,0.233244283,yes,392427,159217,551644
Central African Republic,Africa,CAF,Nana_Grebizi,0.269598591,0.212552659,0.250361495,yes,114957,58490,173447
Central African Republic,Africa,CAF,Haut_Mbomou,0.34273596,0.314846543,0.337610442,yes,68307,15380,83687
Central African Republic,Africa,CAF,Ouham_Pende,0.190965767,0.170352013,0.185262155,yes,460348,176098,636446
Central African Republic,Africa,CAF,Ouaka,0.370804389,0.327334527,0.357495604,yes,280995,123991,404986
Central African Republic,Africa,CAF,Nana_Mambere,0.26179132,0.208552618,0.246081657,yes,239761,100364,340125
Central African Republic,Africa,CAF,Mbomou,0.332772259,0.294363005,0.318829315,yes,151252,86196,237448
Central African Republic,Africa,CAF,Kemo,0.340145992,0.300969073,0.32648541,yes,113046,60521,173567
Central African Republic,Africa,CAF,Ombella_M'Poko,0.370267294,0.398986711,0.391395474,yes,237956,662287,900243
Central African Republic,Africa,CAF,Basse_Kotto,0.40279764,0.385362431,0.39773691,yes,254699,104163,358862
Central African Republic,Africa,CAF,Mambere_Kadei,0.365413233,0.332355718,0.353632732,yes,344384,190676,535060
Central African Republic,Africa,CAF,Lobaye,0.411306298,0.413248671,0.411984854,yes,236546,127004,363550
Central African Republic,Africa,CAF,Bangui,0,0.330501949,0.330501949,yes,0,638488,638488
Central African Republic,Africa,CAF,Sangha_Mbaere,0.354051606,0.298094979,0.334629615,yes,100127,53228,153355
Equatorial Guinea,Africa,GNQ,Bioko_Norte,0,0.134871372,0.134378219,no,1642,447425,449067
Equatorial Guinea,Africa,GNQ,Bioko_Sur,0.146229656,0.131825877,0.143183979,no,38333,10279,48612
Equatorial Guinea,Africa,GNQ,Litoral,0.247828746,0.229517185,0.232488349,no,85344,440639,525983
Equatorial Guinea,Africa,GNQ,Centro_Sur,0.282959765,0.271185149,0.282253945,no,178965,11412,190377
Equatorial Guinea,Africa,GNQ,Kie_Ntem,0.367382427,0.301577936,0.305801504,no,16443,239744,256187
Equatorial Guinea,Africa,GNQ,Wele_Nzas,0.299052275,0.281452405,0.289156948,no,114324,146832,261156
Equatorial Guinea,Africa,GNQ,Annobon,0,0,0,no,638,2679,3317
South Sudan,Africa,SSD,Upper_Nile,0.135538662,0.122524344,0.133889664,yes,898971,130432,1029403
South Sudan,Africa,SSD,West_Bahr_al_Ghazal,0.214844246,0,0.214844246,yes,222158,0,222158
South Sudan,Africa,SSD,Unity,0.132227909,0.132227909,0.132227909,yes,628301,0,628301
South Sudan,Africa,SSD,North_Bahr_al_Ghazal,0.139312944,0.139312944,0.139312944,yes,567552,0,567552
South Sudan,Africa,SSD,Jungoli,0.166698339,0.166698339,0.166698339,yes,1359663,0,1359663
South Sudan,Africa,SSD,Warap,0.152784398,0.152784398,0.152784398,yes,691793,0,691793
South Sudan,Africa,SSD,Lakes,0.186198269,0.186198269,0.186198269,yes,592882,0,592882
South Sudan,Africa,SSD,West_Equatoria,0.39392248,0.39392248,0.39392248,yes,624134,0,624134
South Sudan,Africa,SSD,Central_Equatoria,0.312257522,0.387813358,0.324854538,yes,1054775,211043,1265818
South Sudan,Africa,SSD,Eastern_Equatoria,0.240962195,0.307932062,0.274057352,yes,2123987,2075108,4199095
